gene,stage,annotation
CG8384,1,"('maternal', 'ubiquitous')"
CG8384,2,"('ubiquitous',)"
CG8384,3,"('ubiquitous',)"
CG8384,4,"('ubiquitous',)"
CG8384,5,"('brain primordium', 'ventral nerve cord primordium')"
CG8384,6,"('embryonic brain', 'ventral nerve cord')"
CG8385,1,"('maternal', 'strong ubiquitous')"
CG8385,2,"('strong ubiquitous',)"
CG8385,3,"('strong ubiquitous',)"
CG8385,4,"('strong ubiquitous',)"
CG8385,5,"('strong ubiquitous',)"
CG8385,6,"('ubiquitous',)"
CG8386,1,"('maternal', 'ubiquitous')"
CG8386,2,"('ubiquitous', 'faint ubiquitous')"
CG8386,3,"('ubiquitous', 'faint ubiquitous')"
CG8386,4,"('ubiquitous', 'faint ubiquitous')"
CG8386,5,"('ubiquitous', 'anterior midgut primordium', 'posterior midgut primordium', 'faint ubiquitous')"
CG8386,6,"('embryonic salivary gland', 'embryonic salivary gland body', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic foregut', 'embryonic midgut', 'embryonic hindgut')"
CG8388,1,"('maternal',)"
CG8388,2,"('cellular blastoderm', 'subset', 'foregut anlage in statu nascendi', 'faint ubiquitous')"
CG8388,3,"('anterior endoderm anlage', 'foregut anlage')"
CG8388,4,"('foregut primordium', 'anterior endoderm primordium')"
CG8392,1,"('maternal', 'maternal')"
CG8392,2,"('maternal', 'pole cell', 'strong ubiquitous')"
CG8392,3,"('pole cell', 'strong ubiquitous', 'faint ubiquitous')"
CG8392,4,"('faint ubiquitous', 'germ cell', 'ubiquitous')"
CG8392,5,"('ubiquitous', 'faint ubiquitous')"
CG8392,6,"('faint ubiquitous', 'faint ubiquitous')"
CG8396,1,"('maternal',)"
CG8396,2,"('faint ubiquitous',)"
CG8396,3,"('faint ubiquitous',)"
CG8396,4,"('faint ubiquitous',)"
CG8396,5,"('brain primordium', 'ventral nerve cord primordium', 'germ cell', 'faint ubiquitous')"
CG8396,6,"('embryonic brain', 'ventral nerve cord', 'gonad', 'faint ubiquitous')"
CG8398,5,"('yolk nuclei',)"
CG8402,1,"('maternal', 'pole plasm')"
CG8402,2,"('cellular blastoderm', 'ubiquitous', 'pole cell')"
CG8402,3,"('pole cell', 'ubiquitous')"
CG8402,4,"('ubiquitous', 'germ cell')"
CG8402,5,"('anterior midgut primordium', 'posterior midgut primordium', 'hindgut proper primordium', 'somatic muscle primordium', 'ubiquitous', 'muscle system primordium', 'trunk mesoderm primordium')"
CG8402,6,"('embryonic midgut', 'embryonic hindgut', 'embryonic/larval muscle system', 'germ cell', 'embryonic head epidermis', 'embryonic epipharynx', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic anal pad', 'dorsal prothoracic pharyngeal muscle')"
CG8404,5,"('maxillary sensory complex primordium', 'labial sensory complex primordium', 'ventral sensory complex specific anlage', 'dorsal/lateral sensory complexes primordium', 'antennal primordium1', 'labral sensory complex primordium', 'hypopharyngeal sense organ primordium', 'maxillary sensory complex primordium', 'labial sensory complex primordium', 'ventral sensory complex specific anlage', 'dorsal/lateral sensory complexes primordium', 'antennal primordium1', 'labral sensory complex primordium', 'hypopharyngeal sense organ primordium')"
CG8404,6,"('sensory system head', 'ventral sensory complex primordium', 'dorsal/lateral sensory complexes', 'sensory system head', 'ventral sensory complex primordium', 'dorsal/lateral sensory complexes')"
CG8407,4,"('ventral nerve cord primordium P3',)"
CG8407,5,"('brain primordium', 'ventral nerve cord primordium')"
CG8407,6,"('embryonic brain', 'ventral nerve cord')"
CG8409,1,"('maternal',)"
CG8409,2,"('ubiquitous', 'strong ubiquitous')"
CG8409,3,"('ubiquitous', 'strong ubiquitous')"
CG8409,4,"('ubiquitous', 'strong ubiquitous')"
CG8409,5,"('brain primordium', 'ventral nerve cord primordium', 'ubiquitous', 'strong ubiquitous', 'anterior midgut primordium', 'posterior midgut primordium')"
CG8409,6,"('embryonic central nervous system', 'embryonic brain', 'embryonic central brain neuron', 'embryonic central brain glia', 'ventral nerve cord', 'lateral cord neuron', 'lateral cord glia', 'embryonic/larval muscle system', 'gonad', 'embryonic midgut')"
CG8411,1,"('maternal', 'pole plasm')"
CG8411,2,"('cellular blastoderm', 'rapidly degraded', 'pole cell')"
CG8411,3,"('pole cell',)"
CG8411,4,"('germ cell',)"
CG8411,5,"('anterior midgut primordium', 'posterior midgut primordium', 'hindgut proper primordium', 'stomatogastric nervous system primordium', 'foregut primordium', 'germ cell')"
CG8411,6,"('embryonic foregut', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic hindgut', 'germ cell', 'embryonic brain', 'embryonic stomatogastric nervous system', 'ventral imaginal precursor', 'ventral nerve cord', 'embryonic midgut')"
CG8412,1,"('maternal', 'ubiquitous')"
CG8412,2,"('ubiquitous',)"
CG8412,6,"('embryonic midgut',)"
CG8414,1,"('maternal',)"
CG8414,2,"('ubiquitous',)"
CG8414,3,"('ubiquitous', 'faint ubiquitous')"
CG8414,4,"('anterior endoderm primordium', 'posterior endoderm primordium', 'faint ubiquitous', 'trunk mesoderm primordium', 'head mesoderm primordium P2')"
CG8414,5,"('anterior midgut primordium', 'posterior midgut primordium', 'faint ubiquitous', 'trunk mesoderm primordium')"
CG8414,6,"('embryonic/larval muscle system', 'embryonic midgut')"
CG8416,1,"('maternal',)"
CG8416,2,"('ubiquitous',)"
CG8416,3,"('ubiquitous', 'trunk mesoderm primordium P2', 'head mesoderm primordium P4', 'anterior endoderm anlage', 'posterior endoderm primordium P2')"
CG8416,4,"('ubiquitous', 'trunk mesoderm primordium', 'head mesoderm primordium P2', 'anterior endoderm primordium', 'posterior endoderm primordium')"
CG8416,5,"('ubiquitous', 'brain primordium', 'ventral nerve cord primordium', 'trunk mesoderm primordium', 'head mesoderm primordium', 'anterior midgut primordium', 'posterior midgut primordium')"
CG8416,6,"('ubiquitous', 'embryonic brain', 'ventral nerve cord', 'embryonic midgut')"
CG8417,1,"('faint ubiquitous',)"
CG8417,5,"('anterior midgut primordium', 'posterior midgut primordium', 'faint ubiquitous', 'head mesoderm primordium')"
CG8417,6,"('embryonic midgut', 'embryonic/larval muscle system', 'faint ubiquitous', 'embryonic hindgut')"
CG8421,1,"('maternal',)"
CG8421,2,"('head mesoderm anlage', 'trunk mesoderm anlage', 'faint ubiquitous')"
CG8421,3,"('trunk mesoderm primordium P2', 'head mesoderm primordium P4', 'faint ubiquitous')"
CG8421,4,"('head mesoderm primordium P2', 'trunk mesoderm primordium', 'faint ubiquitous')"
CG8421,5,"('somatic muscle primordium', 'head mesoderm primordium', 'faint ubiquitous')"
CG8421,6,"('dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle', 'faint ubiquitous')"
CG8428,1,"('maternal',)"
CG8428,2,"('ubiquitous',)"
CG8428,3,"('ubiquitous',)"
CG8428,4,"('ubiquitous', 'head mesoderm primordium P2')"
CG8428,5,"('brain primordium', 'ubiquitous', 'head mesoderm primordium')"
CG8428,6,"('embryonic brain', 'ventral nerve cord', 'ubiquitous')"
CG8430,1,"('maternal',)"
CG8430,2,"('cellular blastoderm', 'yolk', 'maternal', 'apically cleared')"
CG8430,3,"('posterior endoderm primordium P2', 'hindgut anlage', 'faint ubiquitous')"
CG8430,4,"('posterior endoderm primordium', 'inclusive hindgut primordium', 'faint ubiquitous')"
CG8430,6,"('ventral midline glia', 'embryonic hindgut', 'embryonic Malpighian tubule', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle', 'embryonic midgut', 'ventral midline', 'embryonic salivary gland', 'embryonic proventriculus outer layer', 'embryonic small intestine')"
CG8431,1,"('maternal',)"
CG8431,6,"('embryonic proventriculus inner layer', 'embryonic proventriculus')"
CG8435,1,"('maternal',)"
CG8435,2,"('cellular blastoderm', 'maternal')"
CG8435,3,"('ubiquitous',)"
CG8435,4,"('ubiquitous',)"
CG8435,6,"('embryonic salivary gland', 'embryonic salivary gland body')"
CG8436,1,"('maternal',)"
CG8436,2,"('ubiquitous', 'faint ubiquitous')"
CG8436,3,"('ubiquitous', 'faint ubiquitous')"
CG8436,4,"('ubiquitous', 'faint ubiquitous', 'trunk mesoderm primordium', 'head mesoderm primordium P2')"
CG8436,5,"('ubiquitous', 'head mesoderm primordium', 'faint ubiquitous', 'trunk mesoderm primordium')"
CG8439,1,"('maternal', 'pole plasm')"
CG8439,2,"('ubiquitous', 'rapidly degraded', 'posterior endoderm anlage in statu nascendi')"
CG8439,3,"('pole cell', 'ubiquitous', 'faint ubiquitous', 'posterior endoderm primordium P2')"
CG8439,4,"('ubiquitous', 'faint ubiquitous', 'trunk mesoderm primordium', 'head mesoderm primordium P2', 'anterior endoderm primordium', 'posterior endoderm primordium', 'germ cell')"
CG8439,5,"('anterior midgut primordium', 'posterior midgut primordium', 'hindgut proper primordium', 'ubiquitous', 'faint ubiquitous', 'foregut primordium', 'trunk mesoderm primordium', 'head mesoderm primordium', 'germ cell')"
CG8439,6,"('embryonic anal pad', 'embryonic midgut', 'embryonic hindgut', 'embryonic/larval muscle system', 'germ cell', 'faint ubiquitous', 'gonad', 'dorsal prothoracic pharyngeal muscle')"
CG8440,1,"('maternal',)"
CG8440,2,"('cellular blastoderm', 'subset', 'pole cell', 'ubiquitous')"
CG8440,3,"('pole cell', 'faint ubiquitous')"
CG8440,4,"('ubiquitous',)"
CG8440,5,"('ubiquitous', 'brain primordium', 'ventral nerve cord primordium', 'anterior midgut primordium', 'posterior midgut primordium', 'interstitial cells primordium')"
CG8440,6,"('embryonic central nervous system', 'embryonic foregut', 'embryonic proventriculus inner layer', 'ventral nerve cord', 'ventral midline', 'embryonic brain', 'embryonic midgut', 'embryonic midgut interstitial cell')"
CG8442,2,"('subset', 'dorsal ectoderm anlage in statu nascendi', 'hindgut anlage in statu nascendi')"
CG8442,6,"('embryonic central nervous system', 'embryonic central brain glia', 'ventral nerve cord', 'lateral cord glia', 'ventral midline', 'embryonic brain')"
CG8443,1,"('maternal',)"
CG8443,2,"('posterior endoderm anlage in statu nascendi', 'subset')"
CG8443,3,"('hindgut anlage', 'posterior endoderm primordium P2')"
CG8443,4,"('anterior endoderm primordium', 'posterior endoderm primordium', 'inclusive hindgut primordium', 'trunk mesoderm primordium', 'head mesoderm primordium P2')"
CG8443,5,"('anterior midgut primordium', 'posterior midgut primordium', 'hindgut proper primordium', 'dorsal pharyngeal muscle primordium', 'somatic muscle primordium', 'longitudinal visceral mesoderm primordium', 'visceral muscle primordium', 'Malpighian tubule primordium', 'trunk mesoderm primordium', 'head mesoderm primordium')"
CG8443,6,"('embryonic/larval muscle system', 'embryonic anal pad', 'embryonic Malpighian tubule', 'embryonic hindgut', 'dorsal prothoracic pharyngeal muscle', 'embryonic midgut', 'embryonic gastric caecum', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle')"
CG8444,1,"('maternal',)"
CG8444,2,"('ubiquitous',)"
CG8444,3,"('hindgut anlage', 'anterior endoderm anlage', 'posterior endoderm primordium P2', 'head mesoderm primordium P4', 'ubiquitous', 'trunk mesoderm primordium P2')"
CG8444,4,"('anterior endoderm primordium', 'posterior endoderm primordium', 'head mesoderm primordium P2', 'inclusive hindgut primordium', 'ubiquitous', 'trunk mesoderm primordium')"
CG8444,5,"('anterior midgut primordium', 'posterior midgut primordium', 'hindgut proper primordium', 'ubiquitous', 'faint ubiquitous', 'trunk mesoderm primordium')"
CG8444,6,"('embryonic/larval oenocyte', 'embryonic midgut', 'embryonic hindgut', 'ubiquitous', 'faint ubiquitous')"
CG8446,1,"('maternal',)"
CG8446,2,"('cellular blastoderm', 'apically cleared')"
CG8446,5,"('posterior midgut primordium',)"
CG8446,6,"('embryonic anal pad', 'embryonic midgut', 'embryonic hindgut', 'embryonic foregut', 'embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle')"
CG8447,1,"('maternal', 'flag_for_volker')"
CG8447,5,"('anterior midgut primordium', 'posterior midgut primordium', 'visceral muscle primordium')"
CG8447,6,"('embryonic midgut', 'embryonic/larval visceral muscle')"
CG8453,2,"('posterior endoderm anlage in statu nascendi',)"
CG8453,3,"('posterior endoderm primordium P2',)"
CG8453,4,"('posterior endoderm primordium',)"
CG8453,5,"('amnioserosa',)"
CG8453,6,"('apoptotic amnioserosa',)"
CG8458,2,"('subset', 'mesectoderm anlage in statu nascendi', 'trunk mesoderm anlage in statu nascendi', 'trunk mesoderm anlage')"
CG8458,3,"('procephalic ectoderm anlage', 'mesectoderm primordium', 'trunk mesoderm primordium P2', 'head mesoderm primordium P4')"
CG8458,4,"('procephalic ectoderm primordium', 'mesectoderm primordium', 'ventral ectoderm primordium')"
CG8458,5,"('brain primordium', 'midline primordium')"
CG8460,1,"('maternal',)"
CG8460,2,"('ubiquitous',)"
CG8460,3,"('faint ubiquitous',)"
CG8460,4,"('faint ubiquitous',)"
CG8460,5,"('faint ubiquitous',)"
CG8460,6,"('embryonic midgut', 'faint ubiquitous')"
CG8461,1,"('maternal',)"
CG8461,2,"('cellular blastoderm', 'ubiquitous', 'maternal')"
CG8461,3,"('ubiquitous',)"
CG8461,5,"('anterior midgut primordium', 'posterior midgut primordium', 'fat body specific anlage', 'ubiquitous', 'faint ubiquitous', 'trunk mesoderm primordium')"
CG8461,6,"('faint ubiquitous', 'embryonic/larval muscle system', 'embryonic midgut')"
CG8464,1,"('maternal',)"
CG8464,2,"('cellular blastoderm', 'maternal', 'ubiquitous')"
CG8464,3,"('ubiquitous',)"
CG8464,4,"('faint ubiquitous',)"
CG8465,1,"('maternal', 'strong ubiquitous')"
CG8465,2,"('maternal', 'ubiquitous')"
CG8465,3,"('ubiquitous',)"
CG8465,4,"('ubiquitous',)"
CG8465,5,"('brain primordium', 'ubiquitous')"
CG8465,6,"('embryonic brain', 'ubiquitous')"
CG8468,4,"('anterior endoderm primordium', 'foregut primordium')"
CG8468,5,"('anterior midgut primordium', 'posterior midgut primordium', 'Malpighian tubule primordium', 'large intestine specific anlage', 'hindgut proper primordium')"
CG8468,6,"('embryonic midgut', 'embryonic large intestine', 'embryonic hindgut', 'embryonic anal pad')"
CG8470,1,"('maternal',)"
CG8470,2,"('cellular blastoderm', 'maternal')"
CG8470,5,"('anterior midgut primordium', 'posterior midgut primordium', 'Malpighian tubule primordium', 'somatic muscle primordium', 'visceral muscle primordium', 'trunk mesoderm primordium', 'hindgut proper primordium', 'dorsal pharyngeal muscle primordium')"
CG8470,6,"('embryonic midgut', 'embryonic Malpighian tubule', 'embryonic large intestine', 'embryonic/larval muscle system', 'embryonic hindgut', 'embryonic/larval somatic muscle', 'embryonic anal pad', 'dorsal prothoracic pharyngeal muscle')"
CG8472,1,"('maternal',)"
CG8472,2,"('cellular blastoderm', 'ubiquitous', 'strong ubiquitous')"
CG8472,3,"('ubiquitous', 'strong ubiquitous')"
CG8472,4,"('procephalic ectoderm primordium', 'ventral ectoderm primordium', 'ventral nerve cord primordium P3', 'germ cell', 'anterior endoderm primordium', 'posterior endoderm primordium', 'head mesoderm primordium P2', 'inclusive hindgut primordium', 'trunk mesoderm primordium', 'proventriculus primordium P2', 'hindgut proper anlage', 'ubiquitous')"
CG8472,5,"('hindgut proper primordium', 'fat body/gonad primordium', 'brain primordium', 'ventral nerve cord primordium', 'germ cell', 'faint ubiquitous')"
CG8472,6,"('embryonic central nervous system', 'embryonic central brain neuron', 'embryonic central brain glia', 'embryonic head epidermis', 'ventral nerve cord', 'lateral cord neuron', 'lateral cord glia', 'sensory nervous system primordium', 'gonad', 'germ cell', 'ring gland', 'embryonic brain', 'ventral sensory complex primordium', 'dorsal/lateral sensory complexes')"
CG8474,1,"('maternal',)"
CG8474,2,"('maternal', 'rapidly degraded', 'faint ubiquitous')"
CG8474,3,"('faint ubiquitous',)"
CG8474,4,"('faint ubiquitous',)"
CG8474,5,"('trunk mesoderm primordium', 'head mesoderm primordium')"
CG8474,6,"('embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle')"
CG8478,1,"('maternal',)"
CG8478,2,"('cellular blastoderm', 'ubiquitous')"
CG8478,3,"('ventral ectoderm primordium P2', 'anterior endoderm anlage', 'posterior endoderm primordium P2', 'head mesoderm primordium P4', 'trunk mesoderm primordium P2', 'ubiquitous')"
CG8478,4,"('trunk mesoderm primordium', 'faint ubiquitous', 'head mesoderm primordium P2', 'anterior endoderm primordium', 'posterior endoderm primordium', 'procephalic ectoderm primordium', 'ventral nerve cord primordium P3', 'inclusive hindgut primordium', 'ubiquitous')"
CG8478,5,"('embryonic central brain neuron', 'procephalic neuroblasts', 'lateral cord neuron', 'neuroblasts of ventral nervous system', 'faint ubiquitous', 'brain primordium', 'ventral nerve cord primordium')"
CG8478,6,"('embryonic brain', 'ventral nerve cord', 'embryonic central nervous system')"
CG8481,1,"('maternal',)"
CG8481,2,"('pole cell', 'ubiquitous', 'rapidly degraded')"
CG8481,3,"('pole cell',)"
CG8481,4,"('germ cell',)"
CG8481,5,"('brain primordium', 'ventral nerve cord primordium', 'germ cell')"
CG8483,5,"('salivary duct primordium', 'ventral epidermis primordium', 'head epidermis lateral primordium P1', 'atrium primordium')"
CG8483,6,"('embryonic head epidermis', 'embryonic ventral epidermis', 'ventral midline', 'atrium')"
CG8486,1,"('maternal',)"
CG8486,2,"('subset', 'faint ubiquitous', 'gap', 'dorsal ectoderm anlage in statu nascendi', 'ventral ectoderm anlage in statu nascendi')"
CG8486,4,"('procephalic ectoderm primordium', 'visual primordium', 'ventral nerve cord primordium P3', 'central brain primordium P3', 'dorsal ectoderm primordium', 'ventral ectoderm primordium')"
CG8486,5,"('embryonic optic lobe primordium', 'ventral epidermis primordium', 'brain primordium', 'head epidermis primordium P1', 'dorsal epidermis primordium', 'ventral nerve cord primordium')"
CG8486,6,"('embryonic ventral epidermis', 'ventral nerve cord', 'embryonic dorsal epidermis', 'embryonic Malpighian tubule', 'embryonic head epidermis')"
CG8487,1,"('maternal',)"
CG8487,2,"('maternal',)"
CG8487,5,"('faint ubiquitous',)"
CG8487,6,"('embryonic salivary gland', 'faint ubiquitous', 'embryonic salivary gland body')"
CG8495,1,"('ubiquitous', 'maternal')"
CG8495,2,"('strong ubiquitous', 'ubiquitous')"
CG8495,3,"('ubiquitous', 'strong ubiquitous')"
CG8495,4,"('strong ubiquitous', 'ubiquitous')"
CG8495,5,"('ubiquitous', 'strong ubiquitous')"
CG8495,6,"('strong ubiquitous', 'ubiquitous')"
CG8498,1,"('maternal',)"
CG8498,2,"('faint ubiquitous',)"
CG8498,5,"('trunk mesoderm primordium', 'faint ubiquitous')"
CG8498,6,"('embryonic midgut', 'embryonic hindgut', 'embryonic/larval muscle system', 'faint ubiquitous', 'embryonic Malpighian tubule')"
CG8502,2,"('subset', 'pair rule', 'dorsal ectoderm anlage', 'ventral ectoderm anlage', 'trunk mesoderm anlage in statu nascendi')"
CG8502,5,"('atrium primordium', 'gnathal primordium')"
CG8502,6,"('embryonic foregut sensory structure', 'atrium', 'embryonic/larval fat body')"
CG8503,1,"('maternal',)"
CG8503,5,"('dorsal pharyngeal muscle primordium', 'somatic muscle primordium', 'visceral muscle primordium', 'muscle system primordium')"
CG8503,6,"('embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle')"
CG8505,6,"('embryonic esophagus', 'embryonic salivary gland duct', 'embryonic/larval posterior spiracle', 'embryonic hindgut', 'embryonic head epidermis')"
CG8506,1,"('maternal',)"
CG8506,6,"('embryonic/larval garland cell',)"
CG8507,1,"('maternal', 'pole plasm')"
CG8507,2,"('pole plasm', 'apically cleared')"
CG8507,3,"('pole cell',)"
CG8507,4,"('germ cell',)"
CG8519,6,"('embryonic/larval muscle system', 'embryonic/larval somatic muscle')"
CG8522,1,"('maternal',)"
CG8522,5,"('Malpighian tubule primordium', 'posterior midgut primordium', 'interstitial cells primordium')"
CG8522,6,"('embryonic proventriculus', 'ventral midline', 'embryonic Malpighian tubule', 'adult midgut precursor', 'lateral cord glia', 'ventral nerve cord', 'embryonic proventriculus intermediate layer', 'embryonic proventriculus inner layer', 'embryonic foregut', 'embryonic central brain glia', 'embryonic/larval pericardial cell', 'embryonic midgut interstitial cell')"
CG8524,1,"('maternal',)"
CG8524,6,"('embryonic/larval posterior spiracle', 'embryonic midgut chamber', 'embryonic/larval somatic muscle', 'procephalic vascular rudiment', 'embryonic proventriculus', 'labral sensory complex')"
CG8525,1,"('maternal',)"
CG8525,2,"('faint ubiquitous',)"
CG8525,3,"('faint ubiquitous',)"
CG8525,5,"('faint ubiquitous', 'trunk mesoderm primordium', 'anterior midgut primordium', 'posterior midgut primordium')"
CG8525,6,"('embryonic/larval fat body', 'faint ubiquitous', 'embryonic midgut')"
CG8526,1,"('maternal',)"
CG8526,2,"('cellular blastoderm', 'maternal')"
CG8526,3,"('trunk mesoderm primordium P2', 'head mesoderm primordium P4', 'ubiquitous')"
CG8526,4,"('head mesoderm primordium P2', 'trunk mesoderm primordium', 'ubiquitous', 'faint ubiquitous')"
CG8526,5,"('brain primordium', 'longitudinal visceral mesoderm primordium', 'ventral nerve cord primordium', 'trunk mesoderm primordium')"
CG8531,1,"('maternal',)"
CG8531,3,"('trunk mesoderm primordium P2',)"
CG8531,4,"('head mesoderm primordium P2', 'trunk mesoderm primordium', 'anterior endoderm primordium', 'posterior endoderm primordium')"
CG8531,5,"('somatic muscle primordium', 'longitudinal visceral mesoderm primordium', 'faint ubiquitous', 'anal pad specific anlage', 'Malpighian tubule primordium', 'trunk mesoderm primordium', 'anterior midgut primordium', 'posterior midgut primordium', 'dorsal pharyngeal muscle primordium', 'muscle system primordium')"
CG8531,6,"('embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle', 'faint ubiquitous', 'embryonic anal pad', 'embryonic Malpighian tubule', 'embryonic/larval fat body', 'embryonic midgut')"
CG8536,1,"('maternal',)"
CG8536,6,"('embryonic/larval garland cell',)"
CG8542,1,"('maternal',)"
CG8542,5,"('anterior midgut primordium', 'posterior midgut primordium', 'dorsal pharyngeal muscle primordium', 'somatic muscle primordium', 'visceral muscle primordium', 'trunk mesoderm primordium')"
CG8542,6,"('embryonic midgut', 'embryonic hindgut', 'embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle')"
CG8544,4,"('procephalic ectoderm primordium', 'ubiquitous', 'central brain primordium P3', 'ventral ectoderm primordium', 'ventral nerve cord primordium P3')"
CG8544,5,"('ubiquitous', 'brain primordium', 'ventral nerve cord primordium')"
CG8544,6,"('ventral nerve cord', 'ubiquitous', 'embryonic brain')"
CG8545,1,"('maternal',)"
CG8545,2,"('cellular blastoderm', 'ubiquitous')"
CG8545,3,"('ventral ectoderm primordium P2', 'anterior endoderm anlage', 'posterior endoderm primordium P2', 'head mesoderm primordium P4', 'trunk mesoderm primordium P2', 'hindgut anlage', 'ubiquitous')"
CG8545,4,"('anterior endoderm primordium', 'posterior endoderm primordium', 'inclusive hindgut primordium', 'head mesoderm primordium P2', 'trunk mesoderm primordium', 'faint ubiquitous')"
CG8545,5,"('anterior midgut primordium', 'posterior midgut primordium', 'foregut primordium', 'salivary gland primordium', 'trunk mesoderm primordium', 'head mesoderm primordium')"
CG8545,6,"('embryonic/larval muscle system', 'embryonic/larval visceral muscle', 'dorsal prothoracic pharyngeal muscle', 'embryonic midgut')"
CG8547,6,"('embryonic foregut', 'embryonic epipharynx', 'embryonic hypopharynx', 'embryonic proventriculus', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic hindgut')"
CG8548,1,"('maternal', 'ubiquitous')"
CG8548,2,"('ubiquitous', 'maternal')"
CG8548,3,"('ubiquitous',)"
CG8548,4,"('ubiquitous',)"
CG8548,5,"('ubiquitous',)"
CG8548,6,"('ubiquitous',)"
CG8552,1,"('maternal',)"
CG8552,2,"('cellular blastoderm', 'ubiquitous')"
CG8552,4,"('faint ubiquitous',)"
CG8552,6,"('embryonic salivary gland', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic foregut', 'embryonic hypopharynx', 'embryonic salivary gland body', 'embryonic midgut')"
CG8556,1,"('maternal',)"
CG8556,2,"('cellular blastoderm', 'subset', 'procephalic ectoderm anlage in statu nascendi', 'dorsal ectoderm anlage in statu nascendi', 'anlage in statu nascendi')"
CG8556,3,"('procephalic ectoderm anlage', 'dorsal ectoderm primordium')"
CG8556,4,"('head mesoderm primordium P2', 'trunk mesoderm primordium')"
CG8556,5,"('somatic muscle primordium', 'visceral muscle primordium', 'plasmatocytes anlage', 'fat body/gonad primordium', 'dorsal pharyngeal muscle primordium', 'trunk mesoderm primordium', 'muscle system primordium', 'head mesoderm primordium')"
CG8556,6,"('embryonic/larval muscle system', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle', 'embryonic/larval fat body', 'dorsal prothoracic pharyngeal muscle')"
CG8560,6,"('embryonic/larval tracheal system', 'embryonic proventriculus', 'embryonic midgut', 'dorsal/lateral sensory complexes')"
CG8562,5,"('amnioserosa', 'interstitial cells primordium')"
CG8562,6,"('embryonic midgut chamber', 'amnioserosa', 'embryonic midgut interstitial cell')"
CG8567,1,"('maternal',)"
CG8567,2,"('ubiquitous',)"
CG8567,5,"('brain primordium', 'ventral nerve cord primordium', 'anterior midgut primordium', 'posterior midgut primordium', 'ubiquitous')"
CG8567,6,"('ventral nerve cord', 'embryonic central nervous system', 'embryonic brain', 'embryonic midgut', 'ubiquitous')"
CG8568,6,"('embryonic head epidermis', 'embryonic hypopharynx', 'embryonic ventral epidermis', 'embryonic/larval posterior spiracle', 'embryonic/larval dorsal trunk', 'sensory system head', 'head epidermis dorsal')"
CG8571,1,"('maternal', 'ubiquitous')"
CG8571,2,"('cellular blastoderm', 'ubiquitous')"
CG8571,3,"('ubiquitous',)"
CG8571,5,"('brain primordium', 'ubiquitous', 'ventral nerve cord primordium', 'fat body/gonad primordium', 'anterior midgut primordium', 'posterior midgut primordium', 'germ cell')"
CG8571,6,"('embryonic central nervous system', 'gonad', 'germ cell', 'ubiquitous', 'embryonic brain', 'ventral nerve cord', 'embryonic/larval fat body', 'embryonic midgut')"
CG8573,1,"('maternal',)"
CG8573,2,"('cellular blastoderm', 'ubiquitous', 'maternal')"
CG8573,3,"('ventral ectoderm primordium P2', 'ubiquitous', 'procephalic ectoderm anlage', 'trunk mesoderm primordium P2', 'head mesoderm primordium P4')"
CG8573,4,"('ubiquitous', 'procephalic ectoderm primordium', 'ventral nerve cord primordium P3', 'foregut primordium', 'anterior endoderm primordium', 'posterior endoderm primordium', 'head mesoderm primordium P2', 'trunk mesoderm primordium', 'inclusive hindgut primordium', 'central brain primordium P3')"
CG8573,5,"('cardiac mesoderm primordium', 'dorsal pharyngeal muscle primordium', 'somatic muscle primordium', 'longitudinal visceral mesoderm primordium', 'visceral muscle primordium', 'fat body/gonad primordium', 'fat body specific anlage', 'ventral nerve cord primordium', 'faint ubiquitous', 'ubiquitous', 'brain primordium', 'foregut primordium', 'proventriculus primordium', 'hindgut proper primordium', 'trunk mesoderm primordium', 'head mesoderm primordium', 'anterior midgut primordium', 'posterior midgut primordium', 'salivary gland primordium')"
CG8573,6,"('embryonic foregut', 'embryonic salivary gland', 'ubiquitous', 'embryonic brain', 'ventral nerve cord', 'embryonic midgut', 'embryonic hindgut', 'lateral cord surface glia', 'embryonic central nervous system', 'neuroblasts of ventral nervous system', 'neuroblasts of central brain')"
CG8581,1,"('maternal',)"
CG8581,2,"('ubiquitous',)"
CG8581,3,"('dorsal ectoderm primordium', 'ubiquitous', 'procephalic ectoderm anlage')"
