gene,stage,direction,image_url
CG9224,3,dorsal,"('72919_s.bmp', '72929_s.bmp', '72930_s.bmp', '13717_s.bmp', '13718_s.bmp', '13719_s.bmp')"
CG9224,3,lateral,"('72918_s.bmp', '72926_s.bmp', '13700_s.bmp', '13715_s.bmp', '13716_s.bmp')"
CG9224,3,ventral,"('72927_s.bmp', '72928_s.bmp', '72931_s.bmp')"
CG9224,4,dorsal,"('13707_s.bmp', '72932_s.bmp', '72934_s.bmp', '72935_s.bmp', '72936_s.bmp')"
CG9224,4,lateral,"('13708_s.bmp', '72933_s.bmp')"
CG9224,4,ventral,"('13709_s.bmp',)"
CG9224,5,dorsal,"('72938_s.bmp',)"
CG9224,5,lateral,"('72940_s.bmp', '13702_s.bmp', '13710_s.bmp', '13711_s.bmp')"
CG9224,5,ventral,"('72937_s.bmp', '13701_s.bmp')"
CG9224,6,dorsal,"('72941_s.bmp', '72942_s.bmp')"
CG9224,6,lateral,"('72943_s.bmp',)"
CG9224,6,ventral,"('13712_s.bmp', '72939_s.bmp')"
CG9231,1,lateral,"('53480_s.bmp',)"
CG9231,2,lateral,"('53481_s.bmp',)"
CG9231,6,dorsal,"('53486_s.bmp',)"
CG9231,6,lateral,"('53487_s.bmp',)"
CG9231,6,ventral,"('53484_s.bmp', '53485_s.bmp')"
CG9232,4,dorsal,"('23393_s.bmp',)"
CG9232,4,lateral,"('23392_s.bmp',)"
CG9232,5,lateral,"('23394_s.bmp', '23395_s.bmp', '23397_s.bmp', '23398_s.bmp')"
CG9232,6,dorsal,"('23399_s.bmp',)"
CG9232,6,lateral,"('23400_s.bmp', '23401_s.bmp')"
CG9233,1,lateral,"('39206_s.bmp', '39206_s.bmp')"
CG9233,2,lateral,"('39208_s.bmp', '39208_s.bmp')"
CG9233,2,ventral,"('39207_s.bmp', '39207_s.bmp')"
CG9233,3,lateral,"('39209_s.bmp', '39211_s.bmp', '39209_s.bmp', '39211_s.bmp')"
CG9233,3,ventral,"('39210_s.bmp', '39210_s.bmp')"
CG9233,4,lateral,"('39212_s.bmp', '39213_s.bmp', '39212_s.bmp', '39213_s.bmp')"
CG9233,5,dorsal,"('39214_s.bmp', '39214_s.bmp')"
CG9233,5,lateral,"('39215_s.bmp', '39215_s.bmp')"
CG9233,6,dorsal,"('39216_s.bmp', '39218_s.bmp', '39219_s.bmp', '39216_s.bmp', '39218_s.bmp', '39219_s.bmp')"
CG9233,6,lateral,"('39217_s.bmp', '39217_s.bmp')"
CG9238,1,lateral,"('42452_s.bmp',)"
CG9238,2,dorsal,"('37048_s.bmp', '37066_s.bmp', '42461_s.bmp', '42462_s.bmp')"
CG9238,2,lateral,"('37047_s.bmp', '37050_s.bmp', '42453_s.bmp', '42454_s.bmp', '42455_s.bmp', '42463_s.bmp', '42501_s.bmp')"
CG9238,2,ventral,"('37049_s.bmp',)"
CG9238,3,dorsal,"('37052_s.bmp', '42458_s.bmp', '42502_s.bmp')"
CG9238,3,lateral,"('37051_s.bmp', '37054_s.bmp', '42457_s.bmp', '42459_s.bmp', '42504_s.bmp')"
CG9238,3,ventral,"('37053_s.bmp', '42456_s.bmp', '42460_s.bmp')"
CG9238,4,dorsal,"('42464_s.bmp',)"
CG9238,4,lateral,"('37057_s.bmp', '37067_s.bmp', '37068_s.bmp', '42469_s.bmp')"
CG9238,4,ventral,"('37056_s.bmp', '42465_s.bmp', '42467_s.bmp')"
CG9238,5,dorsal,"('37058_s.bmp', '42479_s.bmp', '42484_s.bmp')"
CG9238,5,lateral,"('37061_s.bmp', '37062_s.bmp', '42470_s.bmp', '42471_s.bmp', '42472_s.bmp', '42476_s.bmp', '42480_s.bmp', '42489_s.bmp', '42490_s.bmp', '42493_s.bmp', '42494_s.bmp')"
CG9238,5,ventral,"('37059_s.bmp', '37060_s.bmp', '42473_s.bmp', '42487_s.bmp')"
CG9238,6,dorsal,"('42506_s.bmp',)"
CG9238,6,lateral,"('37064_s.bmp', '37065_s.bmp', '37070_s.bmp', '37071_s.bmp', '42496_s.bmp', '42497_s.bmp', '42507_s.bmp')"
CG9238,6,ventral,"('37063_s.bmp', '37069_s.bmp', '42495_s.bmp', '42505_s.bmp')"
CG9245,1,lateral,"('33391_s.bmp',)"
CG9245,2,lateral,"('33392_s.bmp',)"
CG9245,5,lateral,"('33393_s.bmp', '33394_s.bmp')"
CG9245,6,lateral,"('33396_s.bmp',)"
CG9245,6,ventral,"('33397_s.bmp',)"
CG9246,1,lateral,"('13960_s.bmp',)"
CG9246,2,lateral,"('13961_s.bmp',)"
CG9246,3,lateral,"('13962_s.bmp', '13963_s.bmp')"
CG9246,4,dorsal,"('13964_s.bmp',)"
CG9246,4,lateral,"('13965_s.bmp',)"
CG9246,5,lateral,"('13966_s.bmp', '13968_s.bmp', '13969_s.bmp', '13970_s.bmp', '13972_s.bmp', '13973_s.bmp', '13974_s.bmp')"
CG9246,5,ventral,"('13967_s.bmp', '13971_s.bmp')"
CG9246,6,dorsal,"('13975_s.bmp',)"
CG9246,6,lateral,"('13976_s.bmp',)"
CG9253,1,lateral,"('32000_s.bmp',)"
CG9253,2,lateral,"('32001_s.bmp',)"
CG9253,4,dorsal,"('32003_s.bmp',)"
CG9253,5,lateral,"('32004_s.bmp', '32005_s.bmp', '32006_s.bmp', '32007_s.bmp')"
CG9253,6,dorsal,"('32009_s.bmp', '32010_s.bmp')"
CG9253,6,lateral,"('32008_s.bmp', '32012_s.bmp')"
CG9256,2,lateral,"('30908_s.bmp',)"
CG9256,3,dorsal,"('30909_s.bmp',)"
CG9256,3,lateral,"('30890_s.bmp',)"
CG9256,3,ventral,"('30910_s.bmp',)"
CG9256,4,dorsal,"('30912_s.bmp',)"
CG9256,4,lateral,"('30891_s.bmp', '30892_s.bmp')"
CG9256,4,ventral,"('30911_s.bmp',)"
CG9256,5,lateral,"('30893_s.bmp', '30898_s.bmp', '30900_s.bmp')"
CG9256,5,ventral,"('30895_s.bmp', '30896_s.bmp', '30901_s.bmp')"
CG9256,6,dorsal,"('30913_s.bmp', '30917_s.bmp')"
CG9256,6,lateral,"('30903_s.bmp', '30906_s.bmp', '30907_s.bmp', '30916_s.bmp')"
CG9256,6,ventral,"('30905_s.bmp', '30914_s.bmp')"
CG9258,1,lateral,"('29616_s.bmp',)"
CG9258,5,dorsal,"('29621_s.bmp',)"
CG9258,5,lateral,"('29618_s.bmp', '29619_s.bmp', '29620_s.bmp')"
CG9258,6,lateral,"('29622_s.bmp',)"
CG9261,3,dorsal,"('56664_s.bmp',)"
CG9261,3,lateral,"('56652_s.bmp',)"
CG9261,4,dorsal,"('56654_s.bmp',)"
CG9261,4,lateral,"('56643_s.bmp', '56644_s.bmp')"
CG9261,4,ventral,"('56653_s.bmp',)"
CG9261,5,dorsal,"('56655_s.bmp', '56656_s.bmp')"
CG9261,5,lateral,"('56657_s.bmp', '56658_s.bmp')"
CG9261,6,dorsal,"('56646_s.bmp', '56662_s.bmp')"
CG9261,6,lateral,"('56667_s.bmp',)"
CG9261,6,ventral,"('56648_s.bmp', '56663_s.bmp')"
CG9262,6,dorsal,"('36801_s.bmp', '36806_s.bmp')"
CG9262,6,lateral,"('36802_s.bmp', '36804_s.bmp')"
CG9262,6,ventral,"('36807_s.bmp',)"
CG9267,1,lateral,"('37159_s.bmp',)"
CG9267,2,lateral,"('37167_s.bmp',)"
CG9267,3,lateral,"('37160_s.bmp',)"
CG9267,3,ventral,"('37161_s.bmp',)"
CG9267,5,lateral,"('37162_s.bmp', '37163_s.bmp')"
CG9267,6,dorsal,"('37165_s.bmp',)"
CG9267,6,lateral,"('37164_s.bmp', '37166_s.bmp')"
CG9273,1,lateral,"('40621_s.bmp',)"
CG9273,2,lateral,"('40622_s.bmp',)"
CG9273,3,dorsal,"('40624_s.bmp',)"
CG9273,3,lateral,"('40623_s.bmp',)"
CG9273,4,lateral,"('40625_s.bmp', '40626_s.bmp')"
CG9273,5,dorsal,"('40627_s.bmp', '40628_s.bmp', '40630_s.bmp')"
CG9273,5,lateral,"('40632_s.bmp',)"
CG9273,5,ventral,"('40629_s.bmp', '40631_s.bmp')"
CG9273,6,dorsal,"('40634_s.bmp',)"
CG9273,6,lateral,"('40633_s.bmp',)"
CG9277,1,lateral,"('72222_s.bmp',)"
CG9277,2,lateral,"('72215_s.bmp',)"
CG9277,3,dorsal,"('72216_s.bmp',)"
CG9277,5,dorsal,"('72217_s.bmp',)"
CG9277,5,lateral,"('72218_s.bmp', '72219_s.bmp', '72220_s.bmp')"
CG9277,6,dorsal,"('72221_s.bmp',)"
CG9279,4,lateral,"('15321_s.bmp',)"
CG9279,5,dorsal,"('15328_s.bmp', '15330_s.bmp')"
CG9279,5,lateral,"('15323_s.bmp', '15324_s.bmp', '15326_s.bmp', '15327_s.bmp')"
CG9279,5,ventral,"('15325_s.bmp', '15329_s.bmp')"
CG9280,6,dorsal,"('67777_s.bmp', '67781_s.bmp', '67782_s.bmp')"
CG9280,6,lateral,"('67775_s.bmp', '67776_s.bmp', '67778_s.bmp', '67779_s.bmp', '67780_s.bmp')"
CG9281,1,lateral,"('52813_s.bmp',)"
CG9281,2,lateral,"('52814_s.bmp',)"
CG9281,3,lateral,"('52816_s.bmp', '52817_s.bmp')"
CG9281,4,lateral,"('52818_s.bmp',)"
CG9281,5,lateral,"('52819_s.bmp',)"
CG9281,6,lateral,"('52823_s.bmp', '52824_s.bmp')"
CG9281,6,ventral,"('52820_s.bmp', '52822_s.bmp')"
CG9296,1,lateral,"('43663_s.bmp', '43664_s.bmp')"
CG9296,3,lateral,"('43665_s.bmp', '43666_s.bmp')"
CG9296,5,lateral,"('43667_s.bmp', '43668_s.bmp')"
CG9296,6,dorsal,"('43670_s.bmp',)"
CG9296,6,ventral,"('43669_s.bmp',)"
CG9300,1,lateral,"('54931_s.bmp',)"
CG9300,2,lateral,"('54932_s.bmp',)"
CG9300,3,lateral,"('54933_s.bmp',)"
CG9300,4,dorsal,"('54934_s.bmp', '54935_s.bmp')"
CG9300,4,lateral,"('54936_s.bmp',)"
CG9300,5,lateral,"('54938_s.bmp', '54943_s.bmp')"
CG9300,5,ventral,"('54937_s.bmp', '54942_s.bmp')"
CG9300,6,dorsal,"('54939_s.bmp', '54940_s.bmp')"
CG9300,6,lateral,"('54945_s.bmp',)"
CG9302,1,lateral,"('10558_s.bmp',)"
CG9302,2,lateral,"('10559_s.bmp', '10560_s.bmp')"
CG9302,3,ventral,"('10561_s.bmp',)"
CG9302,4,dorsal,"('10562_s.bmp',)"
CG9302,5,lateral,"('10563_s.bmp', '10564_s.bmp', '10565_s.bmp', '10566_s.bmp', '10567_s.bmp')"
CG9302,6,lateral,"('10568_s.bmp', '10569_s.bmp')"
CG9306,1,lateral,"('45399_s.bmp',)"
CG9306,2,lateral,"('45400_s.bmp',)"
CG9306,4,dorsal,"('45401_s.bmp', '45402_s.bmp')"
CG9306,5,lateral,"('45403_s.bmp', '45404_s.bmp', '45405_s.bmp')"
CG9306,6,dorsal,"('45406_s.bmp', '45408_s.bmp')"
CG9306,6,lateral,"('45407_s.bmp',)"
CG9306,6,ventral,"('45409_s.bmp',)"
CG9307,5,lateral,"('63594_s.bmp', '63595_s.bmp', '63596_s.bmp')"
CG9307,6,dorsal,"('63599_s.bmp', '63600_s.bmp', '63601_s.bmp')"
CG9307,6,lateral,"('63597_s.bmp', '63598_s.bmp')"
CG9318,1,lateral,"('64050_s.bmp',)"
CG9318,2,lateral,"('64051_s.bmp',)"
CG9318,3,lateral,"('7704_s.bmp', '64057_s.bmp')"
CG9318,3,ventral,"('7705_s.bmp',)"
CG9318,4,lateral,"('64052_s.bmp',)"
CG9318,5,lateral,"('64053_s.bmp', '64058_s.bmp', '7700_s.bmp', '7707_s.bmp')"
CG9318,5,ventral,"('64054_s.bmp', '7706_s.bmp')"
CG9318,6,lateral,"('64055_s.bmp',)"
CG9318,6,ventral,"('7703_s.bmp', '64056_s.bmp', '64059_s.bmp')"
CG9322,2,dorsal,"('12013_s.bmp',)"
CG9322,2,lateral,"('12035_s.bmp', '12036_s.bmp', '12037_s.bmp', '12042_s.bmp', '12043_s.bmp', '12044_s.bmp', '12061_s.bmp')"
CG9322,3,lateral,"('12014_s.bmp', '12045_s.bmp')"
CG9322,4,dorsal,"('12046_s.bmp', '12047_s.bmp')"
CG9322,4,lateral,"('12049_s.bmp', '12056_s.bmp', '12057_s.bmp')"
CG9322,5,dorsal,"('12050_s.bmp', '12059_s.bmp', '12060_s.bmp')"
CG9322,5,lateral,"('12016_s.bmp', '12017_s.bmp', '12018_s.bmp', '12019_s.bmp', '12020_s.bmp', '12021_s.bmp', '12022_s.bmp', '12051_s.bmp', '12052_s.bmp', '12053_s.bmp', '12054_s.bmp', '12055_s.bmp')"
CG9322,5,ventral,"('12015_s.bmp',)"
CG9322,6,dorsal,"('12026_s.bmp', '12033_s.bmp')"
CG9322,6,lateral,"('12024_s.bmp', '12027_s.bmp', '12029_s.bmp', '12030_s.bmp', '12031_s.bmp', '12032_s.bmp')"
CG9322,6,ventral,"('12034_s.bmp', '12038_s.bmp')"
CG9326,1,lateral,"('43494_s.bmp',)"
CG9326,2,lateral,"('43495_s.bmp',)"
CG9326,5,dorsal,"('43497_s.bmp', '43501_s.bmp', '43502_s.bmp', '43508_s.bmp', '43510_s.bmp', '43511_s.bmp')"
CG9326,5,lateral,"('43496_s.bmp', '43500_s.bmp', '43503_s.bmp', '43504_s.bmp', '43512_s.bmp')"
CG9326,5,ventral,"('43498_s.bmp', '43499_s.bmp')"
CG9326,6,dorsal,"('43505_s.bmp',)"
CG9326,6,lateral,"('43506_s.bmp', '43507_s.bmp')"
CG9326,6,ventral,"('43517_s.bmp',)"
CG9330,1,lateral,"('31811_s.bmp',)"
CG9330,2,lateral,"('31812_s.bmp',)"
CG9330,3,lateral,"('31813_s.bmp',)"
CG9330,4,dorsal,"('31814_s.bmp',)"
CG9330,5,lateral,"('31815_s.bmp', '31816_s.bmp')"
CG9330,6,dorsal,"('31819_s.bmp',)"
CG9330,6,lateral,"('31817_s.bmp',)"
CG9331,1,lateral,"('56745_s.bmp',)"
CG9331,5,lateral,"('56748_s.bmp', '56750_s.bmp')"
CG9331,5,ventral,"('56749_s.bmp',)"
CG9331,6,dorsal,"('56752_s.bmp', '56755_s.bmp', '56760_s.bmp')"
CG9331,6,lateral,"('56764_s.bmp', '56768_s.bmp')"
CG9331,6,ventral,"('56753_s.bmp', '56759_s.bmp')"
CG9335,6,dorsal,"('55667_s.bmp',)"
CG9335,6,lateral,"('55664_s.bmp', '55666_s.bmp', '55673_s.bmp')"
CG9336,5,lateral,"('40016_s.bmp', '40018_s.bmp', '40019_s.bmp')"
CG9336,6,dorsal,"('40020_s.bmp', '40021_s.bmp')"
CG9336,6,lateral,"('40022_s.bmp', '40028_s.bmp', '40029_s.bmp', '40033_s.bmp')"
CG9336,6,ventral,"('40024_s.bmp', '40032_s.bmp')"
CG9338,6,dorsal,"('67225_s.bmp', '67226_s.bmp', '67227_s.bmp')"
CG9338,6,lateral,"('67221_s.bmp',)"
CG9338,6,ventral,"('67223_s.bmp',)"
CG9346,2,lateral,"('12471_s.bmp', '12472_s.bmp', '12473_s.bmp')"
CG9346,3,dorsal,"('12474_s.bmp',)"
CG9346,4,dorsal,"('12476_s.bmp',)"
CG9346,4,lateral,"('12475_s.bmp',)"
CG9346,5,lateral,"('12477_s.bmp', '12478_s.bmp', '12479_s.bmp', '12482_s.bmp', '12485_s.bmp')"
CG9346,5,ventral,"('12483_s.bmp',)"
CG9346,6,lateral,"('12480_s.bmp', '12481_s.bmp', '12486_s.bmp')"
CG9347,6,dorsal,"('63153_s.bmp', '63156_s.bmp')"
CG9347,6,lateral,"('63158_s.bmp',)"
CG9351,1,lateral,"('18128_s.bmp',)"
CG9351,2,lateral,"('18129_s.bmp', '18130_s.bmp')"
CG9351,3,dorsal,"('18131_s.bmp',)"
CG9351,3,lateral,"('18132_s.bmp',)"
CG9351,6,lateral,"('18133_s.bmp',)"
CG9358,6,dorsal,"('30236_s.bmp', '47913_s.bmp', '47914_s.bmp', '47915_s.bmp', '47917_s.bmp', '30236_s.bmp', '47913_s.bmp', '47914_s.bmp', '47915_s.bmp', '47917_s.bmp')"
CG9358,6,lateral,"('30237_s.bmp', '30238_s.bmp', '30237_s.bmp', '30238_s.bmp')"
CG9358,6,ventral,"('30239_s.bmp', '30239_s.bmp')"
CG9359,3,lateral,"('60874_s.bmp',)"
CG9359,4,lateral,"('60877_s.bmp',)"
CG9359,5,lateral,"('60875_s.bmp', '60878_s.bmp')"
CG9359,5,ventral,"('60879_s.bmp',)"
CG9359,6,dorsal,"('60882_s.bmp',)"
CG9359,6,lateral,"('60876_s.bmp',)"
CG9359,6,ventral,"('60880_s.bmp', '60881_s.bmp')"
CG9360,6,lateral,"('41220_s.bmp', '41221_s.bmp', '41222_s.bmp')"
CG9364,1,lateral,"('15624_s.bmp', '15625_s.bmp', '15626_s.bmp')"
CG9364,2,lateral,"('71453_s.bmp', '15627_s.bmp', '15628_s.bmp')"
CG9364,5,lateral,"('71428_s.bmp', '71429_s.bmp')"
CG9364,5,ventral,"('15631_s.bmp', '71424_s.bmp', '71425_s.bmp', '71427_s.bmp', '71430_s.bmp')"
CG9364,6,dorsal,"('71435_s.bmp', '71441_s.bmp', '71446_s.bmp', '71448_s.bmp', '71449_s.bmp', '71450_s.bmp', '71451_s.bmp', '15635_s.bmp', '15637_s.bmp', '15642_s.bmp')"
CG9364,6,lateral,"('71432_s.bmp', '71433_s.bmp', '15638_s.bmp', '15639_s.bmp', '15644_s.bmp')"
CG9364,6,ventral,"('71443_s.bmp', '15632_s.bmp', '15640_s.bmp', '15641_s.bmp', '15643_s.bmp')"
CG9366,3,dorsal,"('53193_s.bmp',)"
CG9366,3,lateral,"('53192_s.bmp',)"
CG9366,4,lateral,"('53194_s.bmp',)"
CG9366,5,dorsal,"('53195_s.bmp',)"
CG9366,5,lateral,"('53196_s.bmp', '53197_s.bmp')"
CG9366,6,dorsal,"('53199_s.bmp', '53200_s.bmp', '53202_s.bmp')"
CG9366,6,lateral,"('53198_s.bmp', '53201_s.bmp')"
CG9368,6,dorsal,"('52117_s.bmp',)"
CG9368,6,lateral,"('52114_s.bmp',)"
CG9368,6,ventral,"('52115_s.bmp', '52116_s.bmp')"
CG9372,5,dorsal,"('28200_s.bmp',)"
CG9372,5,lateral,"('28201_s.bmp', '28202_s.bmp')"
CG9372,6,dorsal,"('28207_s.bmp',)"
CG9372,6,lateral,"('28203_s.bmp', '28205_s.bmp', '28208_s.bmp')"
CG9372,6,ventral,"('28204_s.bmp', '28206_s.bmp')"
CG9383,1,lateral,"('55628_s.bmp',)"
CG9383,3,lateral,"('55639_s.bmp',)"
CG9383,4,dorsal,"('55630_s.bmp',)"
CG9383,4,lateral,"('55631_s.bmp', '55632_s.bmp')"
CG9383,5,lateral,"('55634_s.bmp', '55635_s.bmp')"
CG9383,5,ventral,"('55633_s.bmp',)"
CG9383,6,dorsal,"('55638_s.bmp', '55640_s.bmp')"
CG9383,6,lateral,"('55636_s.bmp', '55637_s.bmp')"
CG9391,1,lateral,"('47935_s.bmp',)"
CG9391,6,dorsal,"('47940_s.bmp',)"
CG9391,6,lateral,"('47941_s.bmp',)"
CG9394,6,dorsal,"('50113_s.bmp', '50115_s.bmp')"
CG9394,6,lateral,"('50111_s.bmp', '50112_s.bmp', '50114_s.bmp')"
CG9398,2,dorsal,"('56028_s.bmp',)"
CG9398,2,lateral,"('56018_s.bmp', '56027_s.bmp', '56029_s.bmp')"
CG9398,2,ventral,"('56019_s.bmp', '56030_s.bmp', '56031_s.bmp')"
CG9398,3,lateral,"('56011_s.bmp', '56021_s.bmp')"
CG9398,3,ventral,"('56020_s.bmp',)"
CG9398,4,lateral,"('56012_s.bmp',)"
CG9398,4,ventral,"('56013_s.bmp',)"
CG9398,5,dorsal,"('56023_s.bmp',)"
CG9398,5,lateral,"('56014_s.bmp',)"
CG9398,5,ventral,"('56022_s.bmp',)"
CG9398,6,dorsal,"('56015_s.bmp', '56024_s.bmp', '56025_s.bmp', '56026_s.bmp')"
CG9398,6,lateral,"('56016_s.bmp', '56017_s.bmp')"
CG9400,6,dorsal,"('67205_s.bmp',)"
CG9400,6,lateral,"('67206_s.bmp',)"
CG9401,1,lateral,"('48097_s.bmp',)"
CG9401,2,dorsal,"('48098_s.bmp',)"
CG9401,4,dorsal,"('48099_s.bmp',)"
CG9401,5,lateral,"('48100_s.bmp', '48101_s.bmp')"
CG9401,6,dorsal,"('48104_s.bmp',)"
CG9401,6,lateral,"('48102_s.bmp', '48103_s.bmp')"
CG9403,1,lateral,"('18485_s.bmp',)"
CG9403,2,lateral,"('18486_s.bmp', '18503_s.bmp')"
CG9403,3,dorsal,"('18488_s.bmp', '18491_s.bmp')"
CG9403,3,lateral,"('18490_s.bmp',)"
CG9403,5,dorsal,"('18498_s.bmp', '18507_s.bmp')"
CG9403,5,lateral,"('18492_s.bmp', '18493_s.bmp', '18494_s.bmp', '18495_s.bmp', '18496_s.bmp', '18505_s.bmp', '18506_s.bmp')"
CG9403,5,ventral,"('18497_s.bmp', '18504_s.bmp')"
CG9403,6,dorsal,"('18502_s.bmp',)"
CG9403,6,lateral,"('18499_s.bmp', '18500_s.bmp')"
CG9411,6,lateral,"('68812_s.bmp', '68814_s.bmp', '70616_s.bmp')"
CG9411,6,ventral,"('68813_s.bmp', '68815_s.bmp')"
CG9415,2,lateral,"('22806_s.bmp', '22807_s.bmp', '22820_s.bmp')"
CG9415,3,lateral,"('22828_s.bmp',)"
CG9415,4,dorsal,"('22829_s.bmp',)"
CG9415,4,lateral,"('22825_s.bmp',)"
CG9415,5,dorsal,"('22810_s.bmp', '22811_s.bmp')"
CG9415,5,lateral,"('22808_s.bmp', '22812_s.bmp', '22814_s.bmp', '22822_s.bmp', '22823_s.bmp', '22826_s.bmp')"
CG9415,5,ventral,"('22809_s.bmp', '22813_s.bmp', '22824_s.bmp')"
CG9415,6,dorsal,"('22827_s.bmp',)"
CG9415,6,lateral,"('22816_s.bmp', '22817_s.bmp')"
CG9416,5,lateral,"('32231_s.bmp',)"
CG9416,5,ventral,"('32232_s.bmp', '32234_s.bmp', '32242_s.bmp')"
CG9416,6,dorsal,"('32235_s.bmp', '32239_s.bmp')"
CG9416,6,lateral,"('32236_s.bmp', '32241_s.bmp')"
CG9416,6,ventral,"('32237_s.bmp',)"
CG9423,1,lateral,"('51335_s.bmp', '51348_s.bmp')"
CG9423,2,dorsal,"('51337_s.bmp',)"
CG9423,2,lateral,"('51338_s.bmp',)"
CG9423,2,ventral,"('51336_s.bmp',)"
CG9423,3,lateral,"('51339_s.bmp', '51340_s.bmp')"
CG9423,4,lateral,"('51341_s.bmp', '51342_s.bmp', '51343_s.bmp')"
CG9423,5,lateral,"('51344_s.bmp',)"
CG9423,6,dorsal,"('51345_s.bmp', '51350_s.bmp')"
CG9423,6,lateral,"('51349_s.bmp',)"
CG9426,1,lateral,"('19200_s.bmp',)"
CG9426,6,dorsal,"('19209_s.bmp',)"
CG9426,6,lateral,"('19211_s.bmp', '19213_s.bmp')"
CG9426,6,ventral,"('19208_s.bmp', '19210_s.bmp')"
CG9427,6,dorsal,"('70251_s.bmp', '70253_s.bmp')"
CG9427,6,lateral,"('70252_s.bmp', '70255_s.bmp')"
CG9436,1,lateral,"('64433_s.bmp',)"
CG9436,6,lateral,"('64438_s.bmp',)"
CG9436,6,ventral,"('64439_s.bmp', '64440_s.bmp')"
CG9444,5,lateral,"('25713_s.bmp', '25715_s.bmp')"
CG9444,5,ventral,"('25712_s.bmp', '25714_s.bmp')"
CG9444,6,dorsal,"('25716_s.bmp', '25717_s.bmp')"
CG9444,6,lateral,"('25718_s.bmp',)"
CG9446,1,lateral,"('65927_s.bmp',)"
CG9446,2,lateral,"('65928_s.bmp',)"
CG9446,3,dorsal,"('65930_s.bmp',)"
CG9446,3,lateral,"('65929_s.bmp', '65931_s.bmp')"
CG9446,4,lateral,"('65932_s.bmp',)"
CG9446,5,dorsal,"('65936_s.bmp',)"
CG9446,5,lateral,"('65933_s.bmp', '65934_s.bmp', '65935_s.bmp', '65937_s.bmp', '65938_s.bmp')"
CG9446,6,lateral,"('65939_s.bmp',)"
CG9446,6,ventral,"('65940_s.bmp',)"
CG9448,1,lateral,"('16002_s.bmp',)"
CG9448,6,dorsal,"('16007_s.bmp',)"
CG9448,6,lateral,"('16005_s.bmp',)"
CG9448,6,ventral,"('16006_s.bmp', '16008_s.bmp')"
CG9449,4,lateral,"('32669_s.bmp', '32680_s.bmp')"
CG9449,5,dorsal,"('32673_s.bmp', '32674_s.bmp')"
CG9449,5,lateral,"('32671_s.bmp', '32676_s.bmp')"
CG9449,6,dorsal,"('32678_s.bmp',)"
CG9449,6,ventral,"('32677_s.bmp', '32681_s.bmp')"
CG9451,1,lateral,"('60988_s.bmp',)"
CG9451,6,dorsal,"('60993_s.bmp',)"
CG9451,6,lateral,"('60992_s.bmp',)"
CG9453,2,lateral,"('8823_s.bmp', '8823_s.bmp')"
CG9453,5,dorsal,"('8828_s.bmp', '8828_s.bmp')"
CG9453,5,lateral,"('8829_s.bmp', '8831_s.bmp', '8829_s.bmp', '8831_s.bmp')"
CG9453,6,dorsal,"('8830_s.bmp', '8830_s.bmp')"
CG9453,6,lateral,"('8832_s.bmp', '8833_s.bmp', '8834_s.bmp', '8832_s.bmp', '8833_s.bmp', '8834_s.bmp')"
CG9460,6,dorsal,"('24809_s.bmp',)"
CG9460,6,lateral,"('24807_s.bmp', '24811_s.bmp', '24812_s.bmp')"
CG9460,6,ventral,"('24808_s.bmp', '24810_s.bmp')"
CG9461,1,lateral,"('37719_s.bmp',)"
CG9461,2,lateral,"('37720_s.bmp', '37721_s.bmp', '37722_s.bmp', '37723_s.bmp', '37724_s.bmp')"
CG9461,4,dorsal,"('37725_s.bmp',)"
CG9461,6,dorsal,"('37727_s.bmp',)"
CG9461,6,ventral,"('37726_s.bmp',)"
CG9466,6,dorsal,"('12814_s.bmp', '12818_s.bmp', '12821_s.bmp')"
CG9466,6,lateral,"('12815_s.bmp', '12817_s.bmp', '12819_s.bmp', '12820_s.bmp')"
CG9467,1,lateral,"('20204_s.bmp',)"
CG9467,2,lateral,"('20205_s.bmp', '20206_s.bmp')"
CG9467,2,ventral,"('20207_s.bmp',)"
CG9467,4,dorsal,"('20200_s.bmp',)"
CG9467,4,lateral,"('20198_s.bmp', '20199_s.bmp')"
CG9467,5,lateral,"('20201_s.bmp', '20202_s.bmp', '20203_s.bmp')"
CG9468,5,dorsal,"('33661_s.bmp',)"
CG9468,5,lateral,"('33660_s.bmp',)"
CG9468,6,dorsal,"('33662_s.bmp', '33663_s.bmp')"
CG9468,6,lateral,"('33664_s.bmp', '33666_s.bmp', '33667_s.bmp')"
CG9480,1,lateral,"('24701_s.bmp',)"
CG9480,2,lateral,"('24726_s.bmp',)"
CG9480,4,dorsal,"('24720_s.bmp',)"
CG9480,4,lateral,"('24721_s.bmp', '24722_s.bmp', '24727_s.bmp')"
CG9480,5,dorsal,"('24702_s.bmp', '24712_s.bmp', '24714_s.bmp')"
CG9480,5,lateral,"('24703_s.bmp', '24704_s.bmp', '24705_s.bmp', '24706_s.bmp', '24707_s.bmp', '24709_s.bmp', '24710_s.bmp', '24723_s.bmp', '24724_s.bmp', '24725_s.bmp', '24731_s.bmp', '24732_s.bmp')"
CG9480,5,ventral,"('24708_s.bmp', '24711_s.bmp', '24729_s.bmp', '24730_s.bmp')"
CG9480,6,dorsal,"('24715_s.bmp', '24719_s.bmp')"
CG9480,6,lateral,"('24716_s.bmp', '24717_s.bmp')"
CG9480,6,ventral,"('24718_s.bmp',)"
CG9494,6,dorsal,"('34842_s.bmp',)"
